name,affiliation
Juliette Stehlé,CNRS
Jun Wu 0004,National University of Defense Technology
Justin H. Gross,University of North Carolina
Justin H. Kirkland,University of Houston
Justus Uitermark,University of Amsterdam
Júlia Koltai,Eötvös Loránd University
Jürgen Lerner,University of Konstanz
Jürgen Pfeffer,Technical University of Munich
K. Jean Forney,Florida State University
K. Satheesh Kumar,University of Kerala
Kai J. Jonas,Georg-August-Universitaet
Karen Klein Ikkink,Vrije University Amsterdam
Karin E. Willert,University of South Carolina
Karl E. Bauman,University of North Carolina
Karl Finger,University of Kiel
Karl M. van Meter,CNRS
Karl Pillemer,Cornell University
Karl-Dieter Opp,University of Leipzig
Karl-Oskar Lindgren,Uppsala University
Katarzyna Growiec,University of Social Sciences and Humanities
Kate Eddens,University of Kent
Katherine Faust,University of California - Irvine
Kathleen M. O'Connor,Cornell University
Kathrin Büttner,Christian-Albrechts-University
Kathrin Lämmermann,Institute of Sociology
Kathryn McAlindon,Michigan State University
Kathryn Schiller,University at Albany
Katia Iglesias,University of Neuchâtel
Katia Petit,University of Montreal
Katja Lozar Manfreda,University of Ljubljana
Katrien Fransen,KU Leuven
Kaustav Basu,Arizona State University
Kay W. Axhausen,ETH Zurich
Kayla de la Haye,University of Southern California
Kayo Fujimoto,The University of Texas Health Science Center at Houston
Kazuo Yamaguchi,University of Chicago
Ke Xu 0001,Beihang University
Keisuke Nansai,National Institute for Environmental Studies
Ken Sharpe,University of Melbourne
Kenneth A. Frank,Michigan State University
Kenneth S. Berenhaut,Wake Forest University
Kerstin Sailer,University College London
Kevin Lewis,Harvard University
Kevin M. Beaver,Florida State University
Kevin White 0002,University of Pennsylvania
Kimberly M. Davidson,Pennsylvania State University
Kimmo Kaski,Aalto University
King-To Yeung,The State University of New Jersey
Klarita Gërxhani,University of Amsterdam
Klaus Hamberger,CNRS
Koen Van der Bracht,Ghent University
Koen Vanbrabant,University of Leuven
Kolter Kalberg,University of Hawaii at Manoa
Krista Gile,University of Washington
Kristen J. Mills,Ohio State University
Kristin Lees Haggerty,Northeastern University
Kuishuang Feng,University of Maryland - College Park
Kurt Hornik,Institute for Statistics and Mathematics
Kwan-Liu Ma,University of California - Davis
Kwok-Leung Tsui,City University of Hong Kong
Kyle Emich,University of Delaware
Károly Takács,Linköping University
Lada A. Adamic,HP Labs
Lampros Bouranis,University College Dublin
Lars Leszczensky,University of Mannheim
Lasse Folke Henriksen,Copenhagen Business School
Laura A. Williams,University of Mississippi
Laura D. Hanish,Arizona State University
Laura M. Koehly,National Human Genome Research Institute
Laura Prota,University of Salerno
Laura Sartori,University of Bologna
Lauren Rhue,York University
Laurence Brandenberger,University of Bern
Laurence Moore,Cardiff University
Lauri Kovanen,Helsinki University of Technology
Lea Ellwardt,University of Groningen
Lea-Maria Löbel,German Institute for Economic Research (DIW) Berlin
Lei Zhang 0042,University of Minnesota
Leonie J. Pearson,University of Melbourne
Li-Ting Wang,National Taiwan Normal University
Liesbeth A. G. Mercken,Maastricht University
Liesbeth Mercken,Care and Public Health Research Institute (CAPHRI)
Lijia Ma,Xidian University
Lijun Song,Vanderbilt University
Lin Tao,Peking University
Lindsay E. Young,University of Chicago
Lindsey Trimble O'Connor,California State University Channel Islands
Ling Heng Henry Wong,University of Melbourne
Linton C. Freeman,University of California - Irvine
Lisa K. Elon,Emory University
Lise Mounier,CNRS
Lisha Yu,City University of Hong Kong
Lluís Coromina,University of Girona
Long Doan,Indiana University
Lotte Vermeij,The Netherlands Institute for Social Research
Louise Ryan,University of Sheffield
Love Bohman,Stockholm University
Luca Giommoni,Cardiff University
Lucas G. Drouhot,Cornell University
Lukas Norbutas,Utrecht University
László Lorincz,Corvinus University of Budapest
M. E. J. Newman,University of Michigan
Maarten Marx,University of Amsterdam
Maarten van Zalk,University Osnabrück
Mackenzie Hart,Simon Fraser University
Makoto Kakinaka,Hiroshima University
Manish Purohit,University of Maryland - College Park
Manuel Fischer,University of Bern
Marc A. C. Sarazin,University of Oxford
Marc Punkay,University of Chicago
Marcel A. L. M. van Assen,Tilburg University
Marcelo Ribeiro-Alves,National Institute of Infectious Diseases Evandro Chagas
Marco Cinnirella,Royal Holloway University of London
Marco Conti,Institute of Informatics and Telematics of CNR
Marco Gonzalez,Harvard University
Marco T. Bastos,University of London
Margaret Hellard,Burnet Institute
Margaret K. Chojnacki,Barry University
Margaret Kerr,University of Örebro
Marge M. Benham-Hutchins,Texas A&M University
Maria Grazia Vigliotti,Imperial College London
Maria Prosperina Vitale,University of Salerno
Maria Rosaria D'Esposito,University of Salerno
Mariarosaria Lombardi,University of Foggia
Marie Ouellet,University of Montreal
Marie-Odile Lebeaux,CNRS
Marie-Thérèse Jourda,CNRS
Marieke Vlaemynck,University of Gent
Marieke Wissink,Maastricht University
Mariela Szwarcberg,University of Chicago
Marije Wouters,University of Amsterdam
Marijtje A. J. Van Duijn,University of Groningen
Marina Hennig,Humboldt University of Berlin
Mario Diani,Universitat Pompeu Fabra
Mario Luis Small,Harvard University
Marjolein I. Broese van Groenou,Vrije University Amsterdam
Mark Caudell,Washington State University
Mark E. Feinberg,Pennsylvania State University
Mark E. J. Newman,Santa Fe Institute
Mark Frederickson,University of Illinois at Urbana-Champaign
Mark Handcock,University of Washington
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign
Mark House,University of Florida
Mark Huisman,University of Groningen
Mark Levene,University of London
Mark Lubell,University of California - Davis
Mark M. Fredrickson,University of Michigan
Mark Patrick Roeling,University of Oxford
Mark S. Handcock,University of Washington
Mark S. Mizruchi,University of Michigan
Mark Tranmer,University of Glasgow
Mark Wittek,Institute of Sociology
Markus Gamper,University of Cologne
Marlène Sapin,University of Lausanne
Marshall Scott Poole,University of Illinois at Urbana-Champaign
Martijn J. Burger,Erasmus University Rotterdam
Martin Abraham,University of Erlangen-Nuremberg
Martin Bouchard 0002,Simon Fraser University
Martin G. Everett,University of Manchester
Martin Hilbert,University of California - Davis
Martin Hällsten,Stockholm University
Martin Kilduff,Pennsylvania State University
Martin Mader,University of Konstanz
Martin Ruef,University of North Carolina
Martin Van Der Gaag,Free University
Martin Watts,University of Newcastle
Martina Morris,University of Washington
Mary K. Feeney,Arizona State University
Mary Selden,University of Georgia
Marçal Mora Cantallops,University of Alcalá
María Guadalupe Ramírez López,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security
María Guadalupe Ramírez Ortiz,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security
Masaaki Terai,RIKEN Advanced Institute for Computational Science
Masaki Tomochi,Chuo University
Masarah Paquet-Clouston,University of Montreal
Mason A. Porter,University of California - Los Angeles
Massimo Franceschet,University of Udine
Mathew D. McCubbins,University of Southern California
Mathieu O'Neil,Australian National University
Mathijs Kros,Utrecht University
Mathijs de Vaan,University of California - Berkeley
Matthew C. Mahutga,University of California - Riverside
Matthew Dabkowski,University of Arizona
Matthew E. Brashears,University of South Carolina
Matthew Hamilton,Ohio State University
Matthew J. Denny,Pennsylvania State University
Matthew J. Salganik,Princeton University
Matthew J. Silk,University of Exeter
Matthew Johnson 0002,Durham University
Matthew Smith 0009,University of Greenwich
Matthew T. Pietryka,University of California - Davis
Matthias Kowald,ETH Zurich
Matthieu Latapy,CNRS
Matthijs Kalmijn,Tilburg University
Maurice Koster,University of Amsterdam
Maurits de Klepper,VU Amsterdam
Maurizio Prosperi,University of Foggia
Mauro Gatti,Sapienza University of Rome
Max E. Coleman,Indiana University
Maxime Reeves-Latour,University of Montreal
Mayank Aggarwal,Indian Institute of Management
Mayukh Dass,Texas Tech University
Meera Vengadasubbu,Stanford University
Melissa A. Clark,University of Massachusetts
Mengxiao Zhu,Rutgers University
Meredith Rolfe,London School of Economics and Political Science
Meredith W. Francis,Case Western Reserve University
Micha Mandel,The Hebrew University
Michael Bourgeois,University of California - Santa Barbara
Michael Brzezinski,Purdue University
Michael Caldara,University of California - Irvine
Michael D. Siciliano,University of Illinois at Chicago
Michael Genkin,Singapore Management University
Michael Howard,Texas A&M University
Michael J. Barber,AIT Austrian Institute of Technology GmbH
Michael J. Brusco,Florida State University
Michael J. Mason,Villanova University
Michael Johnston,University of California - Los Angeles
Michael K. Orbach,Duke University
Michael Levy,University of California - Davis
Michael Macy,Cornell University
Michael Masuch,University of Amsterdam
Michael McBride,University of California - Irvine
Michael Mäs,University of Groningen
Michael Neblo,Ohio State University
Michael S. Kowal,University of Massachusetts
Michael Salter-Townshend,University of Oxford
Michael Schweinberger,Rice University
Michael Szell,University of Vienna
Michael T. Heaney,University of Michigan
Michael TenEyck,University of Texas at Dallas
Michael Windzio,University of Bremen
Michael Withers,Texas A&M University
Michael Wältermann,University of Freiburg
Michaela Hoffman,University of Missouri
Michal Bojanowski,Kozminski University
Michel Grossetti,CNRS
Michel L. Ehrenhard,University of Twente
Michela Del Vicario,IMT School for Advanced Studies
Michela Iannotta,Sapienza University of Rome
Michele Coscia,University of Namur
Michele L. Barnes,University of Hawaii at Manoa
Michele Starnini,University of Barcelona
Michele Tumminello,University of Palermo
Michelle Birkett,Northwestern University
Miel W. Ribbe,VU Amsterdam
Miguel-Ángel Sicilia,University of Alcalá
Miia Sainio,University of Turku
Miin-Shen Yang,Chung Yuan Christian University
Mike Steketee,University of South Carolina
Mikko A. Salo,University of Joensuu
Mikko Kivelä,Helsinki University of Technology
Milind Tambe,Harvard University
Min Fan,Shandong University
Min-Woong Sohn,University of Chicago
Mineichi Kudo,Hokkaido University
Ming Cao 0005,The University of Texas Health Science Center at Houston
Miranda J. Lubbers,Autonomous University of Barcelona
Miranda Jessica Lubbers,Autonomous University of Barcelona
Mireia Bolíbar,University of Bremen
Mirjam Kretzschmar,University of Bielefeld
Miruna Petrescu-Prahova,University of Washington
Mo-Han Hsieh,Massachusetts Institute of Technology
Mohammad Hossein Fazel Zarandi,Amirkabir University of Technology (Polytechnic of Tehran)
Mohammed Ben Said Al-Ghamdi,King Abdul Aziz University
Molly E. Brown,University of Maryland - College Park
Monica Bianchi,Università Cattolica del Sacro Cuore
Monica C. Higgins,Harvard University
Monica Ihli,University of Tennessee
Moo Young Choi,Seoul National University
Muhammad Azfar Nisar,Lahore University of Management and Sciences
Mulye Grima,Hawassa University
Murray Aitkin,University of Melbourne
Mustafa Cosar Ünal,Bilkent University
Mónica del Pozo,Universidad Complutense de Madrid
N. Lancki,University of Chicago
Nadine Tamburrini,Royal Holloway University of London
Nahomi Ichino,University of Michigan
Nancy P. Barnett,Brown University
Naoki Masuda,RIKEN Brain Science Institute
Naomi Braine,National Development and Research Institute
Natalia Zotova,Ohio State University
Natalie C. Cotton-Nessler,Bentley University
Natalie Indlekofer,University of Konstanz
Nathalie Del Vecchio,University Paris 2
Nava Pliskin,Ben Gurion University of the Negev
Neha Gondal,Boston University
Neha P. Shah,Rutgers University
Neil McRoberts,University of California - Davis
Neng Fan,University of Arizona
Nial Friel,University College Dublin
Niccolò Casnici,University of Brescia
